A2U5HAXPAFPPA6:3SKEMFQBZ40QQHK8AQ6WLQI47XNK8E,3,1529609409871,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 29914, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
A3AO2N7BNFDGF3:3018Q3ZVOJLQW9QIX8Z7ITADSD8RA9,0,1529610578313,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
A3AO2N7BNFDGF3:3018Q3ZVOJLQW9QIX8Z7ITADSD8RA9,1,1529610592899,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 14579, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
A3AO2N7BNFDGF3:3018Q3ZVOJLQW9QIX8Z7ITADSD8RA9,2,1529610605550,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 12648, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
A3AO2N7BNFDGF3:3018Q3ZVOJLQW9QIX8Z7ITADSD8RA9,3,1529610613566,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 8014, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
A3AFC26CB0AXMI:3EICBYG645RXR0439HMPMXEAI1DCJM,0,1529612611651,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
A3AFC26CB0AXMI:3EICBYG645RXR0439HMPMXEAI1DCJM,1,1529612674401,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 62745, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
A3AFC26CB0AXMI:3EICBYG645RXR0439HMPMXEAI1DCJM,2,1529612817429,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 143027, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
A3AFC26CB0AXMI:3EICBYG645RXR0439HMPMXEAI1DCJM,3,1529612849837,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 32406, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
A16SAB417Y96G4:39N5ACM9HFIRFD0YSAHIH3ZELD2P90,0,1529608763413,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
A16SAB417Y96G4:39N5ACM9HFIRFD0YSAHIH3ZELD2P90,1,1529608979289,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 215865, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
A16SAB417Y96G4:39N5ACM9HFIRFD0YSAHIH3ZELD2P90,2,1529608990629,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 11338, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
A16SAB417Y96G4:39N5ACM9HFIRFD0YSAHIH3ZELD2P90,3,1529608999532,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 8902, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
AYPOAY43REHC8:30LSNF239VQOY7SVU6CJYJQOTU62IK,0,1529613901121,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
AYPOAY43REHC8:30LSNF239VQOY7SVU6CJYJQOTU62IK,1,1529613910707,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 9582, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
AYPOAY43REHC8:30LSNF239VQOY7SVU6CJYJQOTU62IK,2,1529613935210,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 24501, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
AYPOAY43REHC8:30LSNF239VQOY7SVU6CJYJQOTU62IK,3,1529613938817,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 3604, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
AW0XXNPFHP7XD:3QIYRE09Y4C9NNLQ8IPXY8C0NPUN1G,0,1529616281944,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
AW0XXNPFHP7XD:3QIYRE09Y4C9NNLQ8IPXY8C0NPUN1G,1,1529616293034,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 11086, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
AW0XXNPFHP7XD:3QIYRE09Y4C9NNLQ8IPXY8C0NPUN1G,2,1529616316889,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 23851, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
AW0XXNPFHP7XD:3QIYRE09Y4C9NNLQ8IPXY8C0NPUN1G,3,1529616331317,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 14426, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
AL83KKXUORS9Y:3E1QT0TDFQ4ZKMUKANLK8A3RFW5I8E,0,1529618672350,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html""], ""action"": ""Begin""}"
AL83KKXUORS9Y:3E1QT0TDFQ4ZKMUKANLK8A3RFW5I8E,1,1529618684685,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 12330, ""action"": ""NextPage"", ""template"": ""instructions/instruct-1.html""}"
AL83KKXUORS9Y:3E1QT0TDFQ4ZKMUKANLK8A3RFW5I8E,2,1529618717787,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 33100, ""action"": ""NextPage"", ""template"": ""instructions/instruct-2.html""}"
AL83KKXUORS9Y:3E1QT0TDFQ4ZKMUKANLK8A3RFW5I8E,3,1529618736282,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 18492, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-3.html""}"
